store_id,item_id,model,MAE,RMSE,MAPE
store_1,item_23,HoltWinters,3.699802162152026,4.90557857030016,39.299521112625435
store_1,item_24,Naive,11.191780821917808,15.16457660344145,23.317630519215374
store_1,item_24,MovingAvg_28,10.420645792563603,13.804533887707448,23.300694539874375
store_1,item_24,HoltWinters,10.566196918980246,14.114880384040665,23.12860664696716
store_1,item_25,Naive,16.63013698630137,19.994382772812802,37.71334610337871
store_1,item_25,MovingAvg_28,9.271428571428574,12.006608119027735,23.677366565199144
store_1,item_25,HoltWinters,9.479318912735692,12.371373135005964,23.549560016607348
store_1,item_26,Naive,13.964383561643835,17.350772751335693,30.978380478790445
store_1,item_26,MovingAvg_28,9.442465753424658,12.115572546393423,23.79274658356326
store_1,item_26,HoltWinters,9.627571657618631,12.377167072218025,23.818772618787982
store_1,item_27,Naive,12.178082191780822,16.20392308324349,26.007116536375225
store_1,item_27,MovingAvg_28,10.747455968688847,14.350030976034146,24.362204835776424
store_1,item_27,HoltWinters,10.429456274085117,13.831683816440428,24.361431178022467
store_1,item_28,Naive,4.468493150684932,5.801511376061875,31.40785204707785
store_1,item_28,MovingAvg_28,4.548630136986302,5.902939249291146,31.42029323892059
store_1,item_28,HoltWinters,4.307494397719707,5.550380669540327,32.01322394092238
store_1,item_29,Naive,6.780821917808219,9.095384950471326,23.232683999035867
store_1,item_29,MovingAvg_28,6.3712328767123285,8.590328966184837,22.309555984379887
store_1,item_29,HoltWinters,6.03379370481843,8.074911730550154,21.923927919801717
store_1,item_3,Naive,12.312328767123288,16.49640890767791,24.03075885687034
store_1,item_3,MovingAvg_28,11.180919765166342,14.797788659230235,24.044539500848188
store_1,item_3,HoltWinters,11.591994599308038,15.466849101328451,23.700160181630444
store_1,item_30,Naive,6.024657534246575,7.702516934307101,33.48623750466365
store_1,item_30,MovingAvg_28,4.997162426614482,6.44529163936484,31.63212413196427
store_1,item_30,HoltWinters,4.90881831734691,6.3302490195373435,31.748342731327295
store_1,item_31,Naive,11.808219178082192,15.561103598571647,24.42282843535657
store_1,item_31,MovingAvg_28,10.863698630136986,14.220176109409163,24.1455251594687
store_1,item_31,HoltWinters,11.181780165583717,14.666475319500371,24.11737106286418
store_1,item_32,Naive,10.389041095890411,13.353158776674098,25.72154629487321
store_1,item_32,MovingAvg_28,8.596771037181997,10.827047361624935,24.16135844392452
store_1,item_32,HoltWinters,8.819213711756818,11.263286895037636,23.819898607226285
store_1,item_33,Naive,11.35068493150685,13.55910450835501,40.34020044192572
store_1,item_33,MovingAvg_28,6.4570450097847365,8.545477062281178,24.665918192474052
store_1,item_33,HoltWinters,6.201029506905572,8.147705467500273,24.622966683946686
store_1,item_34,Naive,4.23013698630137,5.489716413565446,37.60256259379683
store_1,item_34,MovingAvg_28,4.37279843444227,5.752869979385979,33.784444170791474
store_1,item_34,HoltWinters,4.316315527927015,5.651379095057844,34.321149274689525
store_1,item_35,Naive,10.038356164383561,12.461227539083856,36.230963369790835
store_1,item_35,MovingAvg_28,6.125440313111546,8.092059254611954,26.516002848141113
store_1,item_35,HoltWinters,6.342043824364997,8.453817754241088,25.98643382157229
store_1,item_36,Naive,6.3863013698630136,8.296393010598122,29.276850881674655
store_1,item_36,MovingAvg_28,6.436790606653621,8.376284799993435,28.964421923212907
store_1,item_36,HoltWinters,6.6602908497651265,8.806963585928074,28.103777455547966
store_1,item_37,Naive,10.95068493150685,14.869938415916547,24.32265154135781
store_1,item_37,MovingAvg_28,10.149119373776909,13.619821024573099,23.754751137936488
store_1,item_37,HoltWinters,9.97511931216187,13.308667474766816,23.8004008305056
store_1,item_38,Naive,9.884931506849314,13.24231490750726,24.171490350906115
store_1,item_38,MovingAvg_28,8.86262230919765,11.638968411604584,23.705366682303346
store_1,item_38,HoltWinters,9.093263199347417,12.016963354594308,23.616485367385227
store_1,item_39,Naive,16.747945205479454,20.778347528795383,32.63644082156214
store_1,item_39,MovingAvg_28,10.274559686888454,13.024759222711834,24.658572646236756
store_1,item_39,HoltWinters,10.528656484112027,13.696203141970177,23.13563950696473
store_1,item_4,Naive,13.364383561643836,17.526496574951334,25.496426946444707
store_1,item_4,MovingAvg_28,10.506849315068493,13.57969878819417,23.393668832979035
store_1,item_4,HoltWinters,10.909915332902028,14.381375529587626,22.75825968779215
store_1,item_40,Naive,9.56986301369863,12.559229537489252,27.781723783481905
store_1,item_40,MovingAvg_28,7.210763209393347,9.42871152715697,25.091546809863193
store_1,item_40,HoltWinters,7.405119405923885,9.928351248154481,24.004865306420157
store_1,item_41,Naive,7.438356164383562,9.059468671105371,39.40341568115292
store_1,item_41,MovingAvg_28,4.4,5.629667013681316,30.918434727232086
store_1,item_41,HoltWinters,4.53954037861101,5.939995147015999,28.506404915836335
store_1,item_42,Naive,10.419178082191781,13.687410473842451,24.372315295894147
store_1,item_42,MovingAvg_28,9.301859099804304,12.007169399882883,23.835721703436985
store_1,item_42,HoltWinters,9.469156985738799,12.328812474651464,23.645633026626108
store_1,item_43,Naive,12.038356164383561,15.837358296389558,25.64594171941606
store_1,item_43,MovingAvg_28,9.585029354207437,12.36651243146751,23.48539163680552
store_1,item_43,HoltWinters,9.802812860397738,12.932130317273147,22.875334057562295
store_1,item_44,Naive,10.038356164383561,12.893451667044436,26.78881939231693
store_1,item_44,MovingAvg_28,7.74324853228963,9.827320950807017,24.091437747834124
store_1,item_44,HoltWinters,7.999842479817726,10.346205953156757,23.541814849420295
store_1,item_45,Naive,10.871232876712329,14.64764229005932,23.214417404036364
store_1,item_45,MovingAvg_28,9.542759295499023,12.349324048103432,23.423098439896954
store_1,item_45,HoltWinters,9.891035413912407,13.295578715169341,22.263834887792143
store_1,item_46,Naive,7.2246575342465755,9.190972342616407,23.85840655302382
store_1,item_46,MovingAvg_28,7.102348336594913,8.731477859975023,25.634042816054908
store_1,item_46,HoltWinters,7.285066524148406,9.269739105091334,23.867692691901702
store_1,item_47,Naive,7.706849315068493,10.290706007703568,24.148762756015824
store_1,item_47,MovingAvg_28,7.877886497064578,10.834335917708419,23.048350830127085
store_1,item_47,HoltWinters,7.922471941717532,10.900510569147476,23.053453935238352
store_1,item_48,Naive,7.372602739726028,10.183925017748475,24.201243448338964
store_1,item_48,MovingAvg_28,7.087964774951077,9.660414725271568,24.608761129597937
store_1,item_48,HoltWinters,7.302530636737832,10.060023600081818,24.23436195403719
store_1,item_49,Naive,4.389041095890411,5.710840448667516,35.82398746203771
store_1,item_49,MovingAvg_28,4.03307240704501,5.180041966793968,37.86352266971525
store_1,item_49,HoltWinters,4.130889895267831,5.354309370656892,36.51543132973752
store_1,item_5,Naive,11.819178082191781,14.753685399814934,30.315547076094486
store_1,item_5,MovingAvg_28,8.022211350293542,10.344047494237527,23.77712220935069
store_1,item_5,HoltWinters,8.218114820961436,10.60627497961445,23.76852336829106
store_1,item_50,Naive,6.852054794520548,8.350375268410856,37.91639364668657
store_1,item_50,MovingAvg_28,4.294422700587084,5.396557225248224,31.185855310556853
store_1,item_50,HoltWinters,4.387443391184495,5.59459244084096,29.7039705843038
store_1,item_6,Naive,16.145205479452056,21.036888670416708,29.183311105209174
store_1,item_6,MovingAvg_28,11.379256360078278,14.943849802203552,23.928988115363342
store_1,item_6,HoltWinters,11.655025175100564,15.744829932809214,23.058544817962716
store_1,item_7,Naive,4.380821917808219,5.599657523774257,32.15334935263167
store_1,item_7,MovingAvg_28,4.379647749510763,5.575356134830573,32.45174373983934
store_1,item_7,HoltWinters,4.528249556974488,5.873929858540429,30.94034103275831
store_1,item_8,Naive,5.227397260273973,6.753182912675681,28.232946553610187
store_1,item_8,MovingAvg_28,5.226223091976517,6.728685063503363,28.439044405629293
store_1,item_8,HoltWinters,5.4364321678715095,7.118557125462371,27.357576813437046
store_1,item_9,Naive,4.435616438356164,5.808590709233804,35.394118834209195
store_1,item_9,MovingAvg_28,4.152446183953033,5.38105296940544,36.99712920005007
store_1,item_9,HoltWinters,4.3170262439875104,5.628855503744998,35.77867095556988
store_10,item_1,Naive,17.21095890410959,22.599187765741334,26.773653277857374
store_10,item_1,MovingAvg_28,12.879843444227005,17.202502239791638,22.739093599775902
store_10,item_1,HoltWinters,13.25110404770611,17.87502201471177,22.524202873006292
store_10,item_10,Naive,8.265753424657534,10.629114835760353,26.240701689982227
store_10,item_10,MovingAvg_28,6.919569471624265,8.691607750545847,24.778575477651955
store_10,item_10,HoltWinters,7.074792082735601,8.994736892591412,24.52716546964628
store_10,item_11,Naive,8.53972602739726,11.24119137643532,24.831853914908546
store_10,item_11,MovingAvg_28,6.996379647749511,9.077336204481579,23.574367610400007
store_10,item_11,HoltWinters,7.240210777005804,9.51918873282227,23.011315994000967
store_10,item_12,Naive,6.493150684931507,8.293915908416869,24.74948131268316
store_10,item_12,MovingAvg_28,5.86027397260274,7.451946514120661,25.18010734912869
store_10,item_12,HoltWinters,6.15352029478777,7.828071763982028,24.56335616624425
store_10,item_13,Naive,16.01095890410959,21.249464135064613,27.430493324867967
store_10,item_13,MovingAvg_28,12.276516634050878,16.523920106933083,23.45610648177624
store_10,item_13,HoltWinters,12.402689094540237,16.717846240461448,23.447259393390045
store_10,item_14,Naive,9.517808219178082,12.271137759711127,28.003969281042885
store_10,item_14,MovingAvg_28,7.052348336594912,8.955608574357084,24.406250552709764
store_10,item_14,HoltWinters,7.253219318725212,9.293976656506205,24.063262674137086
store_10,item_15,Naive,7.358904109589041,8.817168805995758,35.62175630983443
store_10,item_15,MovingAvg_28,6.314383561643836,8.36395113814754,24.51222207387052
store_10,item_15,HoltWinters,6.208937395103748,8.169075685067131,24.69856385885213
store_10,item_16,Naive,17.243835616438357,20.876413905032795,40.14482142565098
store_10,item_16,MovingAvg_28,10.073679060665365,13.246965593222182,25.372457482441295
store_10,item_16,HoltWinters,9.856772899027687,12.89585933850547,25.41119922969634
store_10,item_17,Naive,6.67945205479452,8.668949471043584,29.44544220518338
store_10,item_17,MovingAvg_28,5.385225048923679,6.983135211585271,27.096592799714497
store_10,item_17,HoltWinters,5.470263377495241,7.114705102605124,27.011917285152858
store_10,item_18,Naive,15.38082191780822,20.019305750692904,27.651844011976472
store_10,item_18,MovingAvg_28,11.99119373776908,16.015538390790454,23.337717317230595
store_10,item_18,HoltWinters,11.70245750236749,15.517122838367992,23.375304745909077
store_10,item_19,Naive,5.517808219178082,7.151970702646009,30.200760843633073
store_10,item_19,MovingAvg_28,4.971526418786692,6.420306983847714,29.875493555428772
store_10,item_19,HoltWinters,5.0336774399219895,6.508868659209436,29.786210405343983
store_10,item_2,Naive,17.797260273972604,22.058825463335936,32.616985380339344
store_10,item_2,MovingAvg_28,11.366046966731899,14.856554467688122,23.05414630143374
store_10,item_2,HoltWinters,11.625103841429683,15.240569415894324,23.12578612719604
store_10,item_20,Naive,17.23835616438356,22.198852247264732,27.00966469353358
store_10,item_20,MovingAvg_28,12.712720156555772,16.65559468222672,22.502697685627986
store_10,item_20,HoltWinters,12.914905347247615,17.04494041696633,22.35681973986695
store_10,item_21,Naive,13.495890410958904,17.811340084800985,25.064254640278694
store_10,item_21,MovingAvg_28,10.92945205479452,14.630359924036364,22.505799807835075
store_10,item_21,HoltWinters,11.315797961613832,15.212775405984766,22.5172675573458
store_10,item_22,Naive,9.202739726027398,11.271129320719533,35.88149735185348
store_10,item_22,MovingAvg_28,5.856066536203524,7.430850969306292,26.526047056660197
store_10,item_22,HoltWinters,5.8908010088792615,7.496662418368398,26.442665457878284
store_10,item_23,Naive,7.8191780821917805,9.151689715977824,191830.86940899654
store_10,item_23,MovingAvg_28,4.368493150684931,5.440049920424144,358159.605604008
store_10,item_23,HoltWinters,4.377255210823886,5.457503807815919,356371.30735112703
store_10,item_24,Naive,16.575342465753426,21.42396558459388,29.09552707934216
store_10,item_24,MovingAvg_28,11.832289628180042,15.73965085032484,23.155556922668698
store_10,item_24,HoltWinters,11.837540434868215,15.748763911705767,23.15367710890138
store_10,item_25,Naive,16.410958904109588,20.715158899201764,31.96033440671398
store_10,item_25,MovingAvg_28,10.57651663405088,13.902148151697942,23.344346625025263
store_10,item_25,HoltWinters,10.771573232820456,14.26314360073691,23.187340233137327
store_10,item_26,Naive,12.202739726027398,16.116867706149797,24.176715333255515
store_10,item_26,MovingAvg_28,10.977495107632095,14.381711217953573,23.205355192301667
store_10,item_26,HoltWinters,10.996652696126691,14.417249335437823,23.19925916832263
store_10,item_27,Naive,10.753424657534246,13.791698912900818,23.37522857932313
store_10,item_27,MovingAvg_28,10.87270058708415,14.108065317012711,22.82041452313931
store_10,item_27,HoltWinters,11.297566875755958,14.801023116107077,22.671700089522982
store_10,item_28,Naive,6.375342465753425,8.242057197648842,33.06792699368868
store_10,item_28,MovingAvg_28,4.971135029354207,6.486353979763728,30.002390220492803
store_10,item_28,HoltWinters,4.931634365653098,6.415488093186315,30.165961901811755
store_10,item_29,Naive,9.613698630136986,12.429857998505602,28.852888051119574
store_10,item_29,MovingAvg_28,7.148825831702544,9.41514436364702,24.59044960791327
store_10,item_29,HoltWinters,7.215592622804796,9.539266120828398,24.46103326912316
store_10,item_3,Naive,16.09041095890411,20.73941387000204,26.03721387754811
store_10,item_3,MovingAvg_28,12.497651663405087,16.09960825851731,22.774343310191675
store_10,item_3,HoltWinters,12.84341181213843,16.720953407218307,22.636724924434272
store_10,item_30,Naive,8.156164383561643,10.169387314689336,36.49791947735413
store_10,item_30,MovingAvg_28,5.186692759295499,6.791935555774487,28.11409271193787
store_10,item_30,HoltWinters,5.361120643582459,7.079440501803388,27.589065955350446
store_10,item_31,Naive,14.542465753424658,19.649532045039678,24.533476648171213
store_10,item_31,MovingAvg_28,12.818786692759296,17.193194198701512,23.340369783632337
store_10,item_31,HoltWinters,12.967511462406122,17.448886978779605,23.32152651580222
store_10,item_32,Naive,10.216438356164383,13.688010952494757,23.02079950682271
store_10,item_32,MovingAvg_28,9.47289628180039,12.345828247582851,23.144570460375842
store_10,item_32,HoltWinters,9.631537790779443,12.696934829009104,22.86973872870797
store_10,item_33,Naive,8.747945205479452,11.412682203079745,27.534545139324766
store_10,item_33,MovingAvg_28,6.839432485322895,8.799346852587972,25.783649110815176
store_10,item_33,HoltWinters,7.047739866670417,9.226118582845402,24.873001146406367
store_10,item_34,Naive,4.7534246575342465,6.296987755627332,29.514291078413414
store_10,item_34,MovingAvg_28,4.6345401174168295,6.013268399209215,30.619074024720966
store_10,item_34,HoltWinters,4.740598014120558,6.2598504481834105,29.633487879678018
store_10,item_35,Naive,7.468493150684932,9.171128013559503,33.66185210587933
store_10,item_35,MovingAvg_28,6.82211350293542,8.724302894835706,25.16438162249941
store_10,item_35,HoltWinters,6.984424254357589,8.948813040683703,25.1589702852964
store_10,item_36,Naive,10.04931506849315,12.672913624183959,31.453998227246206
store_10,item_36,MovingAvg_28,6.911643835616438,9.03301592561027,25.10793896020801
store_10,item_36,HoltWinters,7.076826718423297,9.33029150929143,24.847557600989326
store_10,item_37,Naive,14.7013698630137,19.06197534647417,27.92948261828563
store_10,item_37,MovingAvg_28,11.368786692759297,14.99064905159142,23.73137465311258
store_10,item_37,HoltWinters,11.295397222769168,14.862578919893698,23.748929543078
store_10,item_38,Naive,15.180821917808219,18.79514656092299,32.406677313657426
store_10,item_38,MovingAvg_28,9.46555772994129,12.39261562389786,22.720238494086036
store_10,item_38,HoltWinters,9.638378667266746,12.693522074557823,22.62825782457362
store_10,item_39,Naive,14.331506849315069,19.335891816225264,24.394348824353393
store_10,item_39,MovingAvg_28,12.572700587084148,16.447839143684053,24.334776742198162
store_10,item_39,HoltWinters,12.879035751455655,17.254482551922575,23.524368388650068
store_10,item_4,Naive,13.531506849315068,18.49553815131772,23.640728364511236
store_10,item_4,MovingAvg_28,12.72054794520548,16.91067324040258,24.7305836075295
store_10,item_4,HoltWinters,13.25249922646339,18.10964367817878,23.532641288551265
store_10,item_40,Naive,13.556164383561644,16.925946686459717,33.79286576096135
store_10,item_40,MovingAvg_28,8.792465753424658,11.732616111589001,23.832918527166175
store_10,item_40,HoltWinters,8.586582655902788,11.435310518894092,23.7533726115537
store_10,item_41,Naive,9.58904109589041,11.299896956737115,44.5413022994925
store_10,item_41,MovingAvg_28,4.897358121330724,6.3661980078977916,27.651558659704307
store_10,item_41,HoltWinters,5.071486034148125,6.594076412346515,27.369657922714126
store_10,item_42,Naive,13.586301369863014,17.70233325693893,26.63765559366571
store_10,item_42,MovingAvg_28,10.329354207436397,13.091179884731245,24.486076860652712
store_10,item_42,HoltWinters,10.690272191124485,13.961956735238783,23.2102486085988
store_10,item_43,Naive,12.189041095890412,14.981358279221913,30.996902581571057
store_10,item_43,MovingAvg_28,11.263698630136986,14.528182655707731,24.52192087444637
store_10,item_43,HoltWinters,11.545739922927625,15.118486255590394,24.028985871565336
store_10,item_44,Naive,10.295890410958904,13.469397073894829,24.337428389482454
store_10,item_44,MovingAvg_28,9.050391389432486,11.737748715062832,23.25177988389091
store_10,item_44,HoltWinters,9.206942139461619,12.006091887146525,23.192620971855725
store_10,item_45,Naive,14.523287671232877,17.032362427538164,37.23649861887899
store_10,item_45,MovingAvg_28,10.988258317025442,14.185824942466148,24.100642421097326
store_10,item_45,HoltWinters,11.226384630530786,15.008205241547728,22.770439655755908
store_10,item_46,Naive,8.61917808219178,11.36517150278302,23.86915600518728
store_10,item_46,MovingAvg_28,8.673776908023484,11.44675962195787,23.880287080280528
store_10,item_46,HoltWinters,8.560588075347153,11.259275955809839,23.905719521913056
store_10,item_47,Naive,12.372602739726027,16.034380869338662,28.725941416184085
store_10,item_47,MovingAvg_28,9.073287671232876,12.090004263984321,23.13748546656159
store_10,item_47,HoltWinters,9.154266640413306,12.237512333376449,23.113711579938638
store_10,item_48,Naive,9.66027397260274,12.850030648649554,26.14722048756259
store_10,item_48,MovingAvg_28,8.10078277886497,10.790031665291474,24.172646577508992
store_10,item_48,HoltWinters,8.128752121365551,10.839789349189807,24.149412908501837
store_10,item_49,Naive,4.032876712328767,5.2263819696947795,31.525244762859074
store_10,item_49,MovingAvg_28,3.9919765166340504,5.0993772471389605,33.00237339357764
store_10,item_49,HoltWinters,4.1007791623301735,5.302439037313591,31.353679112267585
store_10,item_5,Naive,12.33972602739726,15.90812663862986,27.28166240052111
store_10,item_5,MovingAvg_28,9.403424657534247,12.233158677662802,23.11188377568762
store_10,item_5,HoltWinters,9.449609481214779,12.304039030270395,23.11285895604542
store_10,item_50,Naive,9.383561643835616,11.239241431039973,43.51999686883845
store_10,item_50,MovingAvg_28,5.467025440313112,6.937080184982088,30.634738901528753
store_10,item_50,HoltWinters,5.48953147121975,6.962658086489244,30.631281380524563
store_10,item_6,Naive,14.613698630136986,19.498788160448008,23.95457335962348
store_10,item_6,MovingAvg_28,12.517612524461839,16.598721114395886,22.168380497280022
store_10,item_6,HoltWinters,12.508417015930167,16.583016437714782,22.168846862339134
store_10,item_7,Naive,4.912328767123288,6.507108862884088,28.53401348668312
store_10,item_7,MovingAvg_28,4.577592954990215,5.940087664279329,29.193203162051635
store_10,item_7,HoltWinters,4.654942664528892,6.110812703228186,28.660480182870074
store_10,item_8,Naive,7.317808219178082,9.50832367865557,28.713565122741354
store_10,item_8,MovingAvg_28,6.040019569471624,7.902895830673947,26.413448072772987
store_10,item_8,HoltWinters,6.019470619673145,7.8679215836179734,26.442517458317372
store_10,item_9,Naive,4.523287671232877,5.813776741499453,33.21787962846854
store_10,item_9,MovingAvg_28,4.588356164383562,5.807646394163659,35.03335057809119
store_10,item_9,HoltWinters,4.743489634609434,6.186014587285869,30.99857831912435
store_11,item_1,Naive,10.602739726027398,13.825527312889445,23.872612625684088
store_11,item_1,MovingAvg_28,9.569471624266145,12.140054931645095,24.48091126349129
store_11,item_1,HoltWinters,9.964726730612359,12.963317876652027,23.418121377084823
store_11,item_10,Naive,5.69041095890411,7.019151882577049,33.55636939607173
store_11,item_10,MovingAvg_28,5.567123287671233,7.139654859476093,29.355404903618147
store_11,item_10,HoltWinters,5.686632349769814,7.372607206155878,28.697980031245113
store_11,item_11,Naive,10.36986301369863,12.640552268150138,39.52085606951518
store_11,item_11,MovingAvg_28,6.017416829745597,7.775042507526861,26.89368801536614
store_11,item_11,HoltWinters,6.0880875362155775,7.887057574696564,26.744440476186593
store_11,item_12,Naive,5.682191780821918,7.518379306556718,26.529746467583575
store_11,item_12,MovingAvg_28,4.992465753424658,6.2582137807866065,27.41268407840413
store_11,item_12,HoltWinters,5.067373632246632,6.503616320714822,26.3114925409845
store_11,item_13,Naive,14.254794520547945,17.62586828717134,33.63385993893772
store_11,item_13,MovingAvg_28,8.822504892367906,11.427522579072836,24.381169196084
store_11,item_13,HoltWinters,9.18644951384396,12.080286633742753,23.961969542444557
store_11,item_14,Naive,7.890410958904109,9.840926562902416,31.955741721231966
store_11,item_14,MovingAvg_28,5.4542074363992175,6.845494223632168,27.495889758353957
store_11,item_14,HoltWinters,5.700396613316081,7.235957880927991,26.600360003518098
store_11,item_15,Naive,5.205479452054795,6.551377560880267,32.82874830873883
store_11,item_15,MovingAvg_28,5.049608610567515,6.641681029230875,28.52361639950056
store_11,item_15,HoltWinters,5.28197800343169,7.00160205893855,27.930476673317777
store_11,item_16,Naive,8.063013698630137,10.620605457033633,26.085787059140745
store_11,item_16,MovingAvg_28,7.102054794520548,9.190720826739788,26.008302602218375
store_11,item_16,HoltWinters,7.390166240049506,9.75054455041187,25.28574804131057
store_11,item_17,Naive,6.013698630136986,7.547656807756381,38.756843811496736
store_11,item_17,MovingAvg_28,4.442270058708415,5.61982592153122,37.030526136968696
store_11,item_17,HoltWinters,4.507196234517547,5.707201238850946,36.63155278887544
store_11,item_18,Naive,9.676712328767124,12.872823662316511,24.38023964694337
store_11,item_18,MovingAvg_28,8.41761252446184,11.178539385860306,23.18065293698077
store_11,item_18,HoltWinters,8.51434277516807,11.372413927725102,23.052868050189407
store_11,item_19,Naive,3.9232876712328766,5.054226496651298,383604.8095433125
store_11,item_19,MovingAvg_28,4.012133072407045,5.3003552452140665,309233.46612691414
store_11,item_19,HoltWinters,3.971224438131135,5.247189547673825,313632.38713855407
store_11,item_2,Naive,11.517808219178082,14.966629547095765,28.229130436622572
store_11,item_2,MovingAvg_28,8.58101761252446,11.079748152470318,24.1696607164216
store_11,item_2,HoltWinters,8.751095609124919,11.373716801042493,24.021863504849566
store_11,item_20,Naive,11.893150684931507,15.74166446091391,25.20026855355932
store_11,item_20,MovingAvg_28,9.944031311154598,13.214285185381065,23.30707082924623
store_11,item_20,HoltWinters,10.102885057147947,13.448551115312217,23.288829967145432
store_11,item_21,Naive,8.336986301369864,10.684901650818842,25.221177609461797
store_11,item_21,MovingAvg_28,8.359980430528376,10.67847063549942,25.415554543406294
store_11,item_21,HoltWinters,8.612927906388006,11.434796556190799,23.454531261491994
store_11,item_22,Naive,9.10958904109589,10.481163796093826,49.848461434480704
store_11,item_22,MovingAvg_28,4.261154598825832,5.492006606601594,30.707176495537414
store_11,item_22,HoltWinters,4.356666947952706,5.7122639752404405,29.132524655388053
store_11,item_23,Naive,3.463013698630137,4.492306970567374,1315124.6053617697
store_11,item_23,MovingAvg_28,3.4408023483365953,4.41131232229237,1076367.1115800466
store_11,item_23,HoltWinters,3.510082229285627,4.479435288594875,1045229.4878105766
store_11,item_24,Naive,12.504109589041096,16.44650939357275,29.06339978167203
store_11,item_24,MovingAvg_28,9.502054794520548,12.965607529667215,24.025815698077416
store_11,item_24,HoltWinters,9.378085942261352,12.769306481082745,24.011789422042167
store_11,item_25,Naive,9.613698630136986,12.904602555804951,25.63366211745615
store_11,item_25,MovingAvg_28,8.496771037181995,11.3760370655982,24.350030085101732
store_11,item_25,HoltWinters,8.418930550476778,11.244433918643763,24.376038582548958
store_11,item_26,Naive,12.26849315068493,15.761405959121133,31.035379479145046
store_11,item_26,MovingAvg_28,8.506164383561643,11.591342851568145,23.510408596011313
store_11,item_26,HoltWinters,8.509851574733013,11.59809565952941,23.50900688466872
store_11,item_27,Naive,11.263013698630138,14.825468645137166,27.560132059007046
store_11,item_27,MovingAvg_28,8.563698630136987,11.240254530828393,24.699382603476845
store_11,item_27,HoltWinters,8.906984332367587,11.859209338282248,24.119933345689574
